career_objective,skills,educational_institution_name,degree_names,passing_years,major_field_of_studies,professional_company_names,start_dates,end_dates,related_skils_in_job,positions,responsibilities,﻿job_position_name,has_job_data,has_cv_data,data_type,cv_id
,"['Organizational and planning skills', 'Customer Service', 'IT skills (Shopper, Tally, Voyager)', 'Creativity and imagination', 'Business and commercial acumen', 'Drive, motivation and initiative', 'Good Team player', 'Oral and written communication', 'Numerical and analytical ability', 'Ability to lead and motivate a team', 'Influencing and negotiation', 'Work under pressure and deadlines', 'Proficient in MS-Office (Word/Excel/PowerPoint)', 'Focus Integrated ERP software for Retail Garment Stores']","['K.G.R.L P.G College', 'K.G.R.L Degree College']","['MCA', ""Bachelor's Degree in Science""]","['2008', '2005']","['Computer', 'Science']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['Mar 2014', 'Nov 2012', 'Jul 2010', 'Jun 2009', 'May 2008']","['Current', 'Mar 2014', 'Nov 2012', 'Jul 2010', 'Jun 2009']","[['Sales and marketing strategies', 'Distribution network management', 'Sales team management', 'Market research', 'Customer relationship management'], ['Sales', 'Retail parameter management', 'Business expansion', 'Trade marketing strategy development'], ['Sales', 'Visual merchandising', 'Operations management'], ['Sales', 'Local marketing', 'Team motivation'], ['Target achievement', 'Customer service', 'Staff supervision']]","['Business Development Manager', 'Area Sales Executive', 'Business Development Manager', 'Store Manager', 'Floor Manager']","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",Business Development Executive,True,True,mixed,222
,"['Brand development', 'Analyzing market trends', 'Established track record of exceptional sales results', 'Account Management', 'Excellent negotiating tactics', 'Skilled multi-tasker', 'SalesForce lead management', 'Strong interpersonal skills']",['Miami Dade College'],['Marketing Management Real Estate'],['2013'],['Marketing Management Real Estate'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","['January 2017', 'November 2015', 'October 2012', 'December 2011']","['Current', 'January 2017', 'October 2015', 'July 2012']","[None, None, None, None]","['Business Development Executive', 'Solutions Analyst', 'Product Marketing Specialist', 'Project Coordinator/ Sales']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",Site Engineer,True,True,mixed,223
"Industrious recent computer science graduate with a zeal for innovation. Seeking a position at Sikka Software, where the strategic focus on delighting users aligns with my creativity and desire to enhance social events through technology.","['Java', 'Unix', 'Git', 'Swift', 'SQL', 'HTML/CSS']",['University of Pittsburgh'],['B.S.'],['2021'],['Computer Science'],"['Student Coder Group', 'University of Pittsburgh Soccer']","['September 2018', 'September 2017']","['May 2021', 'May 2021']","[['Mentoring', 'Code Review', 'Event Organization'], ['Leadership', 'Mentoring', 'Communication']]","['Mentor', 'Captain']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,True,True,mixed,224
,"['Microsoft Word/Excel', 'Great Plains Dynamics', 'BI360 (BusinessIntelligence Tool)', 'Keane Care']",['MERCY COLLEGE'],['Bachelor of Science'],['N/A'],['Accounting'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","['11/2009', '02/2006', '01/2006', '01/2001']","['01/2016', '11/2009', '01/2009', '01/2006']","[None, None, None, None]","['Senior Accountant', 'Senior Accountant', 'Senior Accountant', 'Controller']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,True,True,mixed,225
,"['Budget forecasting expertise', 'Analytical reasoning', 'Account reconciliation expert', 'Strong organizational skills', 'General ledger accounting', 'Expert in customer relations', 'Flexible team player', 'Advanced computer proficiency (PC and Mac)', 'Performed debit, credit and total accounts on computer spreadsheets/databases, using specialized accounting software.', 'Received, recorded, and banked cash, checks, and vouchers as well as reconciled records of bank transactions.', 'Worked with management to document and offset unusual expense variances in their respective areas.', 'Assisted the CFO with the production of the monthly financials, management reports and board packages.', 'Coded the general ledger and processed vendor invoice payments.', 'Researched and resolved billing and invoice problems.', 'Account reconciliations', 'Accounting', 'Accountant', 'accounting systems', 'accounting system', 'Accounts payable', 'Adobe Acrobat', 'agency', 'Balance', 'banking', 'Budget analysis', 'budget', 'bi', 'cash handling', 'clerical', 'contracts', 'cost accounting', 'Database', 'fax', 'FDS', 'Finance', 'Financial', 'Financial analysis', 'financial management', 'financial operations', 'financial reports', 'financial statements', 'fiscal management', 'forecasting', 'functional', 'fund accounting', 'funds', 'General Ledger', 'Government', 'grants', 'Innovation', 'maintains inventory', 'inventory', 'leadership skills', 'Macintosh', 'Mainframe', 'managerial', 'managerial accounting', 'Access', 'Microsoft Access', 'Microsoft Excel', 'Excel', 'Microsoft Office software', 'Office', 'Outlook', 'PowerPoint', 'Publisher', 'Windows', 'Word', 'Monitors', 'newsletter', 'Payroll', 'IBM-PC', 'copier', 'Policies', 'processes', 'profit', 'Program Development', 'proposals', 'QuickBooks', 'reconciling', 'record keeping', 'repairs', 'reporting', 'scanner', 'technical support', 'phone', 'time management', 'type', 'written', 'annual reports', 'year-end']","['Troy University', 'Columbus State University']","[""Master's"", 'BBA']","['January 2014', 'December 2009']","['Business Administration', 'Accounting Management']","['Company Name', 'Company Name', 'Company Name']","['04/2016', '04/2010', '04/2006']","['Current', '04/2016', 'Current']","[['Advanced computer proficiency (PC and Mac)', 'General ledger accounting', 'Researched and resolved billing and invoice problems'], ['Revised and streamlined inefficient work procedures with automation software', 'Reduced time and costs and increased efficiency by introducing new accounting procedures', 'Executed accounts receivable reporting enhancements and reconciliation procedures'], ['Developed and implemented a Microsoft Excel Financial Database system for streamlining all financial and charitable contributions record system for the Church']]","['Accountant', 'Accounting Clerk', 'Church Administrator']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,True,True,mixed,226
,"['Internet', 'Microsoft Office', 'MS Word', 'MS Power Point', 'MS Excel', 'Pivot Tables', 'Spreadsheets', 'Macros', 'Business Objects', 'Lombardi', 'Eagle Accounting System', 'PEGA', 'DRAS', 'Workbench', 'Account reconciliations', 'Detail-oriented', 'Variance analysis', 'Analytical', 'Expert in MS Office Suite', 'Account reconciliation expert', 'Effective time management', 'Complex problem solving', 'Superior research skills', 'MS Office: Database', 'MS Office: V-look up', 'MS Office: Pivot tables', 'MS Office: Outlook', 'Company Platforms: Business Objects', 'Company Platforms: Workbench', 'Company Platforms: Eagle', 'Company Platforms: Pega', 'Company Platforms: Lombardi', 'Company Platforms: DRAS']","['University of Delaware', 'University of Delaware']","['Master of Business Administration', 'Bachelor of Science']","['2011', '2008']","['Finance', 'Medical Technology']","['Company Name', 'Company Name', 'Company Name']","['10/2012', '11/2011', '07/2008']","['11/2015', '03/2012', '03/2012']","[['Eagle', 'IAX', 'Business Objects', 'Lombardi', 'Workbench Reports'], ['Finance Projects', 'Audited bank accounts', 'Performed quality assurance', 'Reconciled quality assurance results'], ['Clinical Microbiology', 'Ordering', 'Processing', 'Plating and culturing', 'Performing tests', 'Performing daily maintenance', 'Running quality control']]","['Investment Accountant', 'AML Compliance Officer', 'Medical Technologist']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,True,True,mixed,227
,"['Delivery', 'ergonomics', 'Lighting', 'Paint', 'PLC', 'PLC 5', 'power distribution', 'producing', 'programming', 'Project Management', 'Robotic systems', 'safety', 'troubleshooting', 'Vision Systems']","['Central Alabama Community College', 'Talladega High School']","['Associates Degree', 'High School Diploma']","['1995', '1992']","['Applied Science Electronics Technology', 'N/A']","['Company Name', 'Company Name', 'Company Name']","['November 2000', 'January 1996', 'January 1993']","['Current', 'January 2000', 'January 1995']","[['Project Management', 'Programming', 'Troubleshooting', 'Robotics', 'Vision Systems'], ['Maintenance', 'Repair', 'Power Distribution'], ['Operation', 'Maintenance']]","['Engineering Specialist', 'Industrial Electrician', 'Operator']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,True,True,mixed,228
,"['C/C++', 'Java', 'HTML', 'CSS', 'Python', 'Portuguese (fluent)']","['University of Denver, Denver, CO']",['Bachelor of Science'],['2019'],['Computer Science'],"['Google', 'Gusto']","['June 2018', 'June 2016']","['August 2018', 'October 2016']","[['Code-Level troubleshooting', 'automation', 'scripts'], ['data virtualization', 'C', 'Python', 'communications']]","['Software Engineer Intern', 'Software Engineer Intern']","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",Data Engineer,True,True,mixed,229
Fresher python developer interested in data analytics and machine learning.,"['Machine Learning', 'Data processing', 'Data visualization', 'Deep Learning', 'SQL', 'Python Programming', 'PyCharm', 'Django']",['Heramba Chandra College'],['B.Tech'],['2020'],['CSE'],['DKB Innovations'],['Jun 2019'],['Jan 2020'],[['Python Programming']],['Python Intern'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,True,True,mixed,230
,"['Machine Learning', 'Data Analytics', 'Project Management', 'Software Development', 'Agile Methodology', 'Business Growth']",['Bhubaneshwar Institute of Technology'],['B.tech'],['2018'],['Electrical Engineering'],"['Cognizant', 'Cognizant']","['Apr 2020', 'Dec 2018']","['Ongoing', 'Mar 2019']","[['Data Collection', 'Solution Optimization', 'Project Management'], ['Software Development', 'Analysis', 'Middleware']]","['Consultant', 'Software Developer Analyst']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",AI Engineer,True,True,mixed,231
"Skilled Machine Learning and Deep Learning practitioner, and I have worked on Computer vision-based projects. On the lookout for opportunities that help me understand more about the domain.","['Machine Learning', 'Deep Learning', 'Computer Vision', 'Pattern Recognition', 'Image Processing', 'Image Segmentation', 'Python', 'Ruby', 'PILLOW', 'OpenCV']",['JT University'],['B.Tech(Computers)'],['2020'],['Computers'],['Brane Enterprises Pvt LTD'],['Jan 2020'],['Ongoing'],"[['Machine Learning', 'Deep Learning', 'Computer Vision']]",['Computer Vision Engineer'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",Executive - VAT,True,True,mixed,232
,"['Troubleshooting and problem solving', 'Exceptional telephone etiquette', 'Professional demeanor', 'Self-starter', 'Time management ability', 'Ability to prioritize', 'Deadline-oriented', 'Employee training and development', 'Sales Software: Salesforce.com, Paperless Proposals', 'Learning Management: Saba LMS, Success Factors LMS, Webex, Pedague Testing System', 'Administrative: Microsoft Office Suite, Concur', 'Technical: Vantive, Clarify']",['Centenary College'],['Bachelor of Science'],['2006'],['Business Administration'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['May 2016', 'October 2014', 'February 2014', 'April 2012', 'June 2011', 'January 2011', 'January 2007', 'October 2001']","['Current', 'May 2016', 'October 2014', 'April 2013', 'March 2012', 'April 2011', 'May 2010', 'January 2007']","[None, None, None, None, None, None, None, None]","['Business Development Coordinator', 'Technology Coordinator', 'Region Coordinator', 'Executive Assistant', 'Technical Support Coordinator', 'Clinical Administrator', 'Specialist, User Applications', 'Training Coordinator']","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","Manager- Human Resource Management (HRM)
",True,True,mixed,233
